place_id,isletme,kategori,primitif,bolge,adres,lat,lng,telefon,website,puan,yorum_sayisi,google_tipi,transfer_agirligi,skor
ChIJk4jTYQ_PyhQR37iL-FNLLjc,TUNÇ BİLİSİM TV TAMİRİ,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Aşağı Dudullu Mah. Cami Cad. No:4-10 Kat:2, Umraniye, Eka Plaza, Aşağı Dudullu, 34773 Ümraniye/İstanbul",41.0170183,29.163814,0536 737 47 88,http://www.tuncbilisim.com/,5,67,Hizmetler,0.9,0.93
ChIJb-2Q7DHPyhQRwulh_qDpsrA,Televizyon Parçası,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Yukarı Dudullu, Halay Sk. No:4/A, 34775 Ümraniye/İstanbul",41.0107741,29.148457200000003,(0216) 527 35 37,http://www.televizyonparcasi.com/,4.7,12,Üretici,0.9,0.93
ChIJx_vJCE3PyhQRblolko2bOEg,Tv Tamir Servisi - Bilgisayar Tamiri | Katmer Elektronik & Bilişim,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Esenşehir, Kürkçüler Cd. No:32/A /B, 34776 Ümraniye/İstanbul",41.011926599999995,29.1679121,0541 591 70 76,https://www.tvtamircim.net/,4.6,11,Hizmetler,0.9,0.93
ChIJCRvL9gXJyhQReLBcNaFmQkc,Volkan Elektronik,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Elmalıkent, Adem Yavuz Cd. No:143/b, 34764 Ümraniye/İstanbul",41.043349899999996,29.099383999999997,0532 620 24 10,http://www.volkanelektronik.com/,4.8,124,Hizmetler,0.9,0.93
ChIJs6yA2NfPyhQRoK8huly-g1M,WebteknoServis,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Şerifali, Garip Sokaǧi No:1, 34775 Ümraniye/İstanbul",41.004652899999996,29.144812500000004,0850 888 0528,https://webteknoservis.com/,4.5,56,Hizmetler,0.9,0.93
ChIJsRDRVSjPyhQRxmY_D0YZ_pI,Yağmur Oto Servisi,oto tamir servisi,kisitli alanda alet kullanimi,Modoko Umraniye,"Esenşehir, Nato Yolu Cd No:255/A, 34776 Ümraniye/İstanbul",41.004289899999996,29.168869399999995,0555 171 51 50,http://www.yagmurotoservisi.com/,4.9,91,Araç Bakım ve Onarımı,0.9,0.93
ChIJz6ejOgDPyhQRgTmgwjwIh0U,Yiğit Oto Servis,oto tamir servisi,kisitli alanda alet kullanimi,Modoko Umraniye,"Esenşehir, Kürkçüler Cd. No:38, 34776 Ümraniye/İstanbul",41.011691299999995,29.1682893,0552 106 04 66,http://www.yigitotoservis.com.tr/,5,40,Araç Bakım ve Onarımı,0.9,0.93
ChIJW1dKvKDPyhQRdIQ1GMy-Etw,Çalışkanlar Oto Full Servis,oto tamir servisi,kisitli alanda alet kullanimi,Modoko Umraniye,"Esenkent mahallesi, girişi kapısı, y.dudullu, Kadosan Oto Sanayi Sitesi no:21 (a C Blok, 34000 Ümraniye/İstanbul",40.9960795,29.1866895,0536 822 74 97,https://www.volkswagenservisumraniye.com/,4.9,46,Araç Bakım ve Onarımı,0.9,0.93
ChIJwVrqeFLJyhQR9XPe1mEFb70,Ümraniye Oto Servis | Oto Tamir - Turbo - Şanzıman - Periyodik Bakım - Denkar Oto Servis,oto tamir servisi,kisitli alanda alet kullanimi,Modoko Umraniye,"Ihlamurkuyu, Taşkent Sk No:41A, 34771 Ümraniye/İstanbul",41.0206965,29.1366653,0538 501 11 29,https://www.toyotaotoservis.com/,5,8,Araç Bakım ve Onarımı,0.9,0.93
ChIJZ2WFbNrJyhQRztB5A0RAUA0,İSTANBUL ELEKTRONİK,elektronik tamir,ince motor manipulasyon,Modoko Umraniye,"Ömüroğlu plaza yan giriş, Tepeüstü, Doğanevler Cd. No:30/32, 34771 Ümraniye/İstanbul",41.0139977,29.137629,(0216) 360 41 41,http://www.istanbulelektronik.com/,4.8,131,Hizmetler,0.9,0.93
ChIJqz5K4--2yhQRl8CEnawyd_Y,Adaptörcü - Adaptör Tamiri ve Satışı - Turan Elektronik - adaptorcuturan,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Dereboyu Cad. (Şehit Er Cihan Namlı Cad, Dere, 1 Sok Kezban Apt No:2 Dükkan:2E, 34387 Şişli/İstanbul",41.0681095,28.998534499999998,(0212) 213 48 69,https://www.adaptortamiri.com/,4.8,117,Üretici,0.9,0.93
ChIJAWh8SyO3yhQRi__EggPRK9U,Alesta Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Perpa Ticaret Merkezi B blok Kat:6 No:655, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0610442,28.971674,(0212) 220 21 11,http://www.alestaelektronik.com/,4.5,69,Hizmetler,0.9,0.93
ChIJt0IHAeO2yhQRpcziCQGqWWI,As Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"İzzet Paşa, Okul Arkası Sk. No: 20/A, 34381 Şişli/İstanbul",41.069385499999996,28.985946100000003,0542 210 04 04,https://www.sislitvservisi.com/,4.1,14,Hizmetler,0.9,0.93
ChIJ31_R6xG3yhQRbmkHIKawETg,BAREM ELEKTRONIK ve TELEKOMINIKASYON LTD,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Tayyareci Fehmibey Sok. No:3 Cumhuriyet Mahallesi, Cumhuriyet, 34380 Şişli/İstanbul",41.0524,28.985759899999994,(0212) 233 73 35,http://www.baremelektronik.com/,4.8,49,Cep telefonu mağazası,0.9,0.93
ChIJRz1A3zy3yhQR_lj2_y7VlHI,Bosch Car Service - Nato Oto,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Halide Edip Adıvar, Gül 3 Sk., 34382 Şişli/İstanbul",41.0597328,28.9731562,0532 732 02 99,https://www.natoservisbcs.com/,4.3,62,Araç Bakım ve Onarımı,0.9,0.93
ChIJUfwc0L98y6wRTd_IACbGIWA,Chip Elektronik Elektrik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Feriköy, Bozkurt, Kurtuluş Cd. No:95/a, 34375 Şişli/İstanbul",41.0494896,28.9818952,0537 331 94 96,http://www.chipelektronik.com/,,,Hizmetler,0.9,0.93
ChIJDdRoYq23yhQRMRA99qSuAQA,DTL Elektronik Servis Hiz.Tic.Ltd.Şti.,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Mahmut Şevket Paşa, Şahinkaya Sk. No:31, 34384, 34384 Şişli/İstanbul",41.054978999999996,28.967135700000004,(0212) 293 86 88,http://www.dtlelektronik.com/,4.2,100,,0.9,0.93
ChIJEQ6pgTa3yhQRZVhLjfZpgeE,Des Elektronik Sanayi ve Ticaret A.Ş.,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi No:1 B Blok Kat:8 No:996, 34394 Şişli/İstanbul",41.0606782,28.970486399999995,(0212) 274 89 64,http://www.deselektronik.com.tr/,4.3,45,Hizmetler,0.9,0.93
ChIJ1bE8aW23yhQRbfjJ_fjM9uA,Djitamiri - DJI Drone Teknik Servis,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi B Blok Kat 11 No: 1645, 34384 Şişli/İstanbul",41.060621999999995,28.970145700000003,0530 525 41 66,https://djitamiri.com/,4.9,79,Hizmetler,0.9,0.93
ChIJXQBwezu3yhQR5FromJu2XB0,Edit Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Halil Rıfat Paşa, Perpa Ticaret Merkezi A Blok, No: 492, 34384 Şişli/İstanbul",41.059303799999995,28.9699558,(0212) 210 06 39,http://www.editelectronics.com/,4.3,7,Hizmetler,0.9,0.93
ChIJZQBAehS3yhQRjYB8tYtFDJc,Emir Elektrik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Feriköy, Kuyulubağ Sk. 49/A, 34379 Şişli/İstanbul",41.0518789,28.981469099999995,(0212) 247 42 07,https://www.emirelektrik.com.tr/,5,2,Hizmetler,0.9,0.93
ChIJu07j3-e5yhQRNINRQS_LUCA,Entekno Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"B blok 11.kat No:1550, Halil Rıfat Paşa, Perpa Ticaret Merkezi, 34384 Şişli/İstanbul",41.0612924,28.971707400000003,0532 051 03 43,http://www.entekno.com.tr/,5,1,Hizmetler,0.9,0.93
ChIJFwaY8_a3yhQRcAYuy7vFk8E,Garanti Bilgisayar TV Tamiri mecidiyeköy,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Mecidiye mah, Mecidiye Kuyu Sk. No:2 D:a, 34360 Şişli/İstanbul",41.0689169,28.997212599999997,(0212) 217 32 25,https://www.ledtvonarim.com/,4,65,Hizmetler,0.9,0.93
ChIJD9k_smu3yhQR98KzdAWQR4Y,Kurtuluş Elektronik Tv tamir servisi,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Feriköy Mahallesi Kurtuluş Caddesi &, Feriköy, Şeref Meriç Sk. No:2 D:c, 34377 Şişli/İstanbul",41.0468282,28.9792907,(0212) 233 87 99,http://www.kurtuluselektronik.com/,3.7,3,Elektronik eşya mağazası,0.9,0.93
ChIJg6KJl_i2yhQRoI37Jypa2RU,Mikron Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Mecidiyeköy Mh Şehit Er Cihan Namlı Caddesi, Mevlüt Çavuş Pasajı, Mecidiyeköy Mahallesi, No: 18/6, 34387 Şişli/İstanbul",41.0693528,28.998126599999996,0532 709 48 08,http://www.televizyontamiri.net/,4.1,7,Hizmetler,0.9,0.93
ChIJuXRQzd23yhQRIn6WBFl0jsM,PAŞALAR AİRBAG ve CAR SERVİS,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Mahmut Şevket Paşa, Ersan Sk. No:9 D:A, 34360 Şişli/İstanbul",41.0548159,28.966629299999997,0552 022 48 63,https://www.instagram.com/pasalar_airbag_ve_car_servis?igsh=eGN6N284amVxc3Q=&utm_source=qr,5,21,Araç Bakım ve Onarımı,0.9,0.93
ChIJDe4bILm3yhQR480897fsYDs,Pwm Elektronik - Endüstriyel Elektronik Kart Tamiri ve Ses Sistemleri Tamiri,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi No:1/1, 34384 Şişli/İstanbul",41.059849799999995,28.9694133,0541 211 02 28,https://www.pwmelektronik.com.tr/,5,21,Hizmetler,0.9,0.93
ChIJx7GZczu3yhQRmgrqNDXe_Y4,SSM Elektronik Servis Hizmetleri,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Halil Rıfat Paşa, Yüzer Havuz Sk. No:1639, 34384 Şişli/İstanbul",41.059820699999996,28.969094100000003,(0212) 222 20 06,http://www.ssmservis.com/,4,1,Hizmetler,0.9,0.93
ChIJDWuk7W63yhQRgobzzyUJrU8,Televizyon Arıza Servisi Uydu Çanak Anten Tamircisi,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"İnönü, Cumhuriyet Cd., 34367 Şişli/İstanbul",41.0430002,28.986582199999994,0551 955 32 49,https://televizyonarizaservisi.wordpress.com/,3.8,6,Hizmetler,0.9,0.93
ChIJoeIQWoy3yhQR_GnItgrgCVA,"UPS Teknik - UPS Teknik Servis İstanbul | Tamir, Bakım, Akü Değişimi & Satış",elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Gülbahar, Balaban Sk. No:4, 34394 Şişli/İstanbul",41.0706345,29.003940900000003,0538 399 59 35,https://www.upsteknik.com.tr/,5,8,Hizmetler,0.9,0.93
ChIJWWzsEwS3yhQRecjpCtPBckM,Uludağ Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"19 Mayıs, Yaşar Doğu Sk. 6A, 34363 Şişli/İstanbul",41.0594212,28.992689699999996,(0212) 240 76 78,http://www.uludagelektronik.net/,3.6,48,Hizmetler,0.9,0.93
ChIJecSYjTm3yhQR45ePUqFlMQc,Yüksel Oto Lastik Servisi,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Açık Otopark içi, Halil Rıfat Paşa, Nazlı Sk. No:15, 34384 Şişli/İstanbul",41.057654199999995,28.965414699999997,0555 659 58 91,https://wa.me/%3C5456916982%3E,4.5,48,Araç Bakım ve Onarımı,0.9,0.93
ChIJbZMY3Fe3yhQRNgDUFcdAz1c,"burhan iletişim Şişli Osmanbey Telefon Tamir ve Aksesuar samsung,xiaomi,oppo,apple batarya ekran onarım bakim teknik destek",elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Cumhuriyet, Tayyareci Fehmi Sok. no:29, 34380 Şişli/İstanbul",41.0530756,28.986436800000003,0535 319 10 10,http://burhaniletisimsisli.com/,5,22,Cep telefonu mağazası,0.9,0.93
ChIJNxbCJ223yhQRcoAvQUunqN0,Çağdaş Oto,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Ergenekon, Dolapdere Cd. No:118, 34373 Şişli/İstanbul",41.04752690000001,28.9850315,(0212) 232 08 13,https://cagdasotomotiv05.sahibinden.com/,3,6,Araç Bakım ve Onarımı,0.9,0.93
ChIJt9WuU_i2yhQRRJ844IYG7l8,Çelik Otomotiv Oto Mekanik Bakım Ve Onarım,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Mecidiyeköy Mahallesi, Mecidiyeköy Dereboyu Cd. 42 B, 34381 Şişli/İstanbul",41.070858,28.9968845,(0212) 211 27 11,https://celikotomotivvv.sahibinden.com/,5,12,Araç Bakım ve Onarımı,0.9,0.93
ChIJDaW1XEC3yhQR3ZGEHY1JgPQ,ÖZKAN ELEKTRONİK,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"MECİDİYEKÖY MAHALLESİ ŞEHİT ER CİHAN NAMLI CAD :148, Kuştepe, 34381 Şişli/İstanbul",41.0761393,28.9925292,0542 257 09 48,https://ozkanelektronik.site123.me/,4.2,9,Hizmetler,0.9,0.93
ChIJj1CIYAa3yhQRKVQCSP2ic2s,Üstünerciyas Otomotiv,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"19 Mayıs, 19 Mayıs Cd. No: 41/D, 34360 Şişli/İstanbul",41.0571463,28.994577899999996,(0212) 212 48 71,https://www.ustunerciyas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.5,457,Otomobil Yedek Parça Mağazası,0.9,0.93
ChIJnQMc93a3yhQRLkUXss40EF0,Şafak Oto Tamir,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"Huzur, Ulubaş Cd. No:7, 34396, 34000 Şişli/İstanbul",41.0971359,29.0056633,0552 158 55 13,http://www.safakototamir.com.tr/,5,2,Araç Bakım ve Onarımı,0.9,0.93
ChIJUaY28J21yhQRBSNjddw_v0k,Şehitoğlu Elektronik,elektronik tamir,ince motor manipulasyon,Osmanbey Sisli,"Mecidiyeköy Mahallesi, Şht. Ahmet Sok. No:2 B02, 34457 Şişli/İstanbul",41.067903699999995,28.993159900000002,(0212) 211 33 43,http://www.sehitogluelektronik.com/,4.1,28,Hizmetler,0.9,0.93
ChIJ4RPHGaq3yhQRvgyX0X4Cwrk,Şişli Rookie Motosiklet Bakım & Tamir & Onarım & Yedek Parça,oto tamir servisi,kisitli alanda alet kullanimi,Osmanbey Sisli,"19 Mayıs, Binbaşı Refik Bey Sk. no : 2C, 34340 Şişli/İstanbul",41.0578903,28.9927864,0535 564 39 99,https://www.motosiklettamircisi.tr/,5,8,Araç Bakım ve Onarımı,0.9,0.93
ChIJWWSeNJ63yhQRxCQkpcnNE2U,23 Elektronik,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Perpa Ticaret Merkezi Kat 9 A Blok N:1248, 34384 Şişli/İstanbul",41.0602792,28.9691631,(0212) 320 66 62,http://www.23elektronik.com/,5,51,Elektronik eşya mağazası,0.9,0.93
ChIJ6URWDAC6yhQR5deUr45QC58,ALPSAT ELEKTRONİK SAN VE TİC. LTD. ŞTİ.,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Perpa Ticaret Merkezi, B-Blok K:11 No:1697-1699 Okmeydanı, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0615817,28.9701813,(0212) 222 85 50,https://www.alpsat.com/,4.3,31,Üretici,0.9,0.93
ChIJR0itWju3yhQRXaoOZA-wKP0,ATOMSAN ELEKTRONİK,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"perpa tic.merkezi B blok Kat:8 No: 910-912 okmeydanı, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.061034,28.969605,(0212) 251 44 44,http://www.atomsan.com/,3.9,15,,0.9,0.93
ChIJYbqDXju3yhQRVfcCpBheSy8,Akyüz Bilişim,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Okmeydanı Kavşağı Perpa Tic. Merk A Blok Kat:11 No:1484, 34384 Şişli/İstanbul",41.060409799999995,28.9703643,(0212) 221 52 58,https://www.perpalaptopservis.com/,3.9,31,Hizmetler,0.9,0.93
ChIJWV8r3aMOz28R3btFHEhxBLM,Anka Teknoloji Led Ekran Tamiri | Led Modül&Panel Tamiri,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi B Blok A Blok Kat:10 No:1636, 34834 Şişli/İstanbul",41.0602507,28.969662899999996,0539 342 05 85,https://ankaledekrantamiri.com/,5,6,Hizmetler,0.9,0.93
ChIJNwABDzi3yhQRTzYgK2n21p0,Arti Elektronik Para Sayma Makineleri,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rifat Paşa Mah. Perpa Ticaret Merkezi A Blok Kat:10/11 No:1429, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0611465,28.969400599999997,(0212) 266 80 80,http://artielektronik.net/,4.2,5,Üretici,0.9,0.93
ChIJQ2Jjo5K7yhQR6O_IOpC32qY,Azfa Motors,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Halil Rıfat Paşa, Okmeydanı Kavşağı Perpa Ticaret Merkezi B Blok A BLOK KAT:9 NO:1161, 34384 Şişli/İstanbul",41.0623304,28.968580999999997,0533 395 64 52,http://www.azfamotors.com.tr/,5,46,Oto Galeri,0.9,0.93
ChIJ-Y41FDu3yhQRQIIV6jkJPZg,Bilgisayar Analiz Merkezi,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, 1681 Okmeydanı Perpa Ticaret Merkezi A Blok Kat:11 No:1677-1679, 34384 Şişli/İstanbul",41.060112800000006,28.9696725,(0212) 210 44 22,http://www.servisbiziz.com/,4.8,25,Hizmetler,0.9,0.93
ChIJ4Qq-CGq7yhQRr4neyBzM5ik,BİL-TEK ELEKTRİK ELEKTRONİK SAN. TİC. ve LTD.ŞTİ,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil rıfatpaşa mahallesi, Yüzer havuz sok, Perpa ticaret merkezi, B Blok Kat:11, Halil Rıfat Paşa, Okmeydanı Cd. No:1642, 34384 Şişli/İstanbul",41.0603153,28.970245999999996,(0212) 261 81 64,http://www.biltekltd.com/,5,6,Elektronik eşya mağazası,0.9,0.93
ChIJo-YvaDu3yhQR0j_SvEnxnCA,Dizayntech Bilişim,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Perpa Ticaret Merkezi, B Blok No:1645 Kat: 11 Okmeydanı, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0609607,28.970205399999998,(0212) 212 12 89,http://www.dizayntech.com.tr/,5,83,Kurumsal Ofis,0.9,0.93
ChIJ585LTyO3yhQRlSv7eOfZMuo,EASYPARK,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Perpa Ticaret Merkezi B-Blok Kat:2 No:50 Okmeydanı, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.061668999999995,28.971403,(0212) 210 75 74,http://www.easypark.com.tr/,,,Otopark,0.9,0.93
ChIJc00hDAC6yhQRm6f7bYMZhD0,Elektro Servis,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rifat Paşa Mah. Perpa Ticaret Merkezi B Blok Kat:13 No:2436, Keçeci Piri, Okmeydanı Cd., 34445 Şişli/İstanbul",41.0383567,28.951737299999998,0532 162 22 28,http://elektroservispsm.com/,,,,0.9,0.93
ChIJZ5wAche3yhQRsDZ9JJSu4iQ,Gets Elektronik Bilgisayar Printer Tamir Servisi,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa Perpa Ticaret Merkezi A Blok K : 5 NO : 418, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0610255,28.970419999999997,(0212) 320 49 32,http://www.getsbilgisayar.com/,4.5,4,Danışman,0.9,0.93
ChIJMdLfYSG3yhQR5KnVkfLm2EE,Grup Elektronik Perpa Şube,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"HALİL RIFAT PAŞA MAH.PERPA TİCARET MERKEZİ A BLOK KAT:5 NO:208, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.0609607,28.9701195,(0212) 220 36 60,http://www.grupelektronik.com/,4.2,24,Üretici,0.9,0.93
ChIJK_I5wje3yhQRFAdVX-SPo9k,Hisar Oto Yedek Parça,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"M.Şevket Paşa Mahallesi Odesa Bulvarı, Mahmut Şevket Paşa, Okmeydanı Cd. No:4, 34384 Şişli/İstanbul",41.0552561,28.9637339,(0212) 256 11 07,http://www.otohisar.com.tr/,4.1,322,Otomobil Yedek Parça Mağazası,0.9,0.93
ChIJRWVwqTy3yhQRo-0Nazp0b50,Hoverboard Servisi,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Perpa Ticaret Merkezi B Blok, Kat:6, No:702, Halil Rıfat Paşa, Okmeydanı Cd., 34384 Şişli/İstanbul",41.0612324,28.971135,0545 357 02 32,http://hoverboardservisi.com/,4.4,21,Hizmetler,0.9,0.93
ChIJI1PLHo-lyhQRW0doSbfbkvU,"KONTROL İSTANBUL ""Asansör Yedek Parça""",oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"H. Rıfat Paşa Mahallesi, Perpa Ticaret Merkezi B Blok Kat:12 No:2136 Okmeydanı Şişli 34490, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.061151699999996,28.971387800000002,0850 582 0921,http://www.kontrolistanbul.com/,4.6,12,Hizmetler,0.9,0.93
ChIJUWFzsNu3yhQR9-3y_SwZuAU,KS Elektronik,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi B Blok No:1/1 Kat-4-5-6 No:482, 34384 Şişli/İstanbul",41.0580259,28.9670284,(0212) 320 30 02,http://www.kselektronik.com.tr/,5,6,Hizmetler,0.9,0.93
ChIJb3t7Ue62yhQRKJk8XxbDv9A,Michelin - Emba Otomotiv - Şişli Euromaster,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Halil Rıfat Paşa Mah. Piyale Paşa Bulvarı, Halil Rıfat Paşa, Dereboyu 1 Sk. No:24 D:2, 34212 Şişli/İstanbul",41.05826,28.97167,(0212) 210 78 66,https://www.euromaster.com.tr/servis-noktasi/istanbul/yjmddmo-emba-otomotiv-sisli?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,4.3,409,Oto Lastik Dükkanı,0.9,0.93
ChIJ7RpLCQC6yhQRki_m0ZrSM7o,Mitsubishi Projeksiyon Servisi,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Perpa Ticaret Merkezi B Blok Kat: 9 NO:1337, Keçeci Piri, Okmeydanı Cd., 34445 Şişli/İstanbul",41.038435,28.95185,(0212) 220 44 35,http://mitsubishiprojeksiyonservis.com/,,,,0.9,0.93
ChIJJ99mJc67yhQRIcBdVtEFG6A,Nil Elektronik ve Otomasyon Sistemleri,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa Mah. Yüzer Havuz Sok. Perpa Ticaret Merkezi B Blok Kat: 4, Halil Rıfat Paşa, Okmeydanı Cd. No:5 No:298, 34384 Şişli/İstanbul",41.0617521,28.9711544,0532 164 50 25,http://www.nilotomasyon.com.tr/,4.8,4,Üretici,0.9,0.93
ChIJp_lrDgC6yhQRkVh1VfYfPPY,Oluşum Teknik,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Halil Rıfat Paşa Mh, Okmeydanı Cd. Perpa Tic. Merkezi B Blok Kat:10 No:1788, 34384 Şişli/İstanbul",41.038186499999995,28.9518384,(0212) 210 65 55,http://olusumteknik.com/,5,1,Hizmetler,0.9,0.93
ChIJB4d7_PO3yhQR-nYDZWRs_pI,Perpa Bilgisayar Servisi,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Yüzer Havuz Sk. Perpa Ticaret Merkezi B Blok Kat:8 NO:1261, 34384 Şişli/İstanbul",41.060621999999995,28.970145700000003,0507 025 18 08,https://www.perpabilgisayarservisi.com/,4.2,93,Hizmetler,0.9,0.93
ChIJsw01h6q7yhQRZ7DeT5NaMm0,Perpa Elektrik Aydınlatma / Atam Elektrik,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa Mah. Perpa Tic. Merkezi A Blok Kat 8 No 1083, Halil Rıfat Paşa, Okmeydanı, 34384 Şişli/İstanbul",41.0600217,28.9696423,0544 156 45 84,http://www.perpaelektrikci.com/,5,72,Hizmetler,0.9,0.93
ChIJjemkWDu3yhQRTRy3g5940VM,Perpa Elektronik,elektronik tamir,ince motor manipulasyon,Perpa Okmeydani,"Halil Rıfat Paşa, Yüzer Havuz Sk. Kat: 8 B Blok No: 1111, 34384 Şişli/İstanbul",41.060637,28.970290999999996,(0212) 210 44 04,https://perpaelektronik.com.tr/,3.8,20,Elektronik eşya mağazası,0.9,0.93
ChIJOTDw5CK3yhQRUC8JLA-57e8,Renault - Dacia Nesil Yetkili Servisi Şişli,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Kaptanpasa Mh.pıyalepasa Blv.famas Plaza C Blok No.75a.a, Kaptan Paşa, 34384 Şişli/İstanbul",41.0623003,28.9738094,(0212) 210 37 73,http://www.nesilotomotiv.com.tr/,4.4,320,Araç Bakım ve Onarımı,0.9,0.93
ChIJTdJRrSS3yhQRNSo-LNgPkjA,SKP Sistem Kalıp Parlatma,oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Halil Rıfat Paşa Okmeydanı Perpa Ticaret Merkezi 113-312 D:B Blok, Halil Rıfat Paşa, 34384 Şişli/İstanbul",41.061211799999995,28.9714861,(0212) 222 95 28,https://www.skpsistem.com/,4.6,10,Yapı Malzemeleri Mağazası,0.9,0.93
ChIJ5_pcfzi3yhQRGBEfd3HSicg,"Sönmez Otomotiv, Jeep Servisi, Mercedes Benz Servisi ve Land Rover Servisi",oto tamir servisi,kisitli alanda alet kullanimi,Perpa Okmeydani,"Mahmut Şevket Paşa, Mithatpaşa Cd. No: 42/A, 34384 Şişli/İstanbul",41.052962099999995,28.966952199999998,(0212) 361 51 77,https://www.sonmezotomotiv.com.tr/,4.8,168,Araç Bakım ve Onarımı,0.9,0.93
